id,matrix_row,matrix_column,year,citation,title,authors_source,study_design,population,product_platform,outcome_domain,key_finding,evidence_signal,actionability,source_url,tags,evidence_update_date,evidence_update_precision,evidence_update_basis,map_record_updated,provenance,pmid,doi,article_types,mesh_terms,species,quality_status,quality_flags,quality_control_version
AUTO-PUBMED-42001739,Adult active vaccination,Observational / real-world,2026,PubMed 42001739; auto-added,Estimating the cost-effectiveness of respiratory syncytial virus (RSV) vaccination program for older Australian adults.,Kishor K Paul; Monica Torres; Sophy T F Shih; Richard T Gray; James G Wood; Allen L Nazareno; Stephen Jan; Anthony T Newall,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Vaccination is now available as a tool to reduce the burden of respiratory syncytial virus (RSV), a leading cause of healthcare use and mortality among infants and older adults around the world, including in Australia. With the recent approval of two adult RSV vaccines in Australia, it is timely to evaluate their potential costs and benefits. We applied a static multi-cohort Markov model to estimate the cost-effectiveness of a single-dose vaccination program for Australians aged ≥75 years with Arexvy and Abrysvo. Data on RSV epidemiology, healthcare use and costs were used as model inputs, and …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42001739/,auto-added; PubMed; PMID 42001739; DOI 10.1016/j.vaccine.2026.128591; QC 2026-06-qc1,2026-05-22,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,42001739,10.1016/j.vaccine.2026.128591,Journal Article,"Humans; Respiratory Syncytial Virus Infections; Cost-Benefit Analysis; Australia; Respiratory Syncytial Virus Vaccines; Aged; Cost-Effectiveness Analysis; Immunization Programs; Aged, 80 and over; Quality-Adjusted Life Years; Vaccination; Female; Male; Markov Chains",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41757519,Adult active vaccination,Human RCT / controlled trial,2026,PubMed 41757519; auto-added,Immunogenicity and Safety of the AS01E-adjuvanted Respiratory Syncytial Virus (RSV) Prefusion F Protein Vaccine in Adults Aged 18-49 Years at Increased Risk of RSV Disease Compared with Adults Aged ≥60 Years.,Essack Mitha; Murdo Ferguson; Agatha Cathrine Wilhase; Ferdinandus De Looze; Marie-Louise Vachon; Helen Stacey; Roy Rasalam; Minoru Nozaki; William B Smith; Tino F Schwarz; Hiwot Amare Hailemariam; Quentin Deraedt,"Clinical Trial, Phase Iii. PubMed article type(s): Journal Article; Clinical Trial, Phase III; Multicenter Study",Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","The AS01E-adjuvanted respiratory syncytial virus (RSV) prefusion F protein-based vaccine (adjuvanted RSVPreF3) is approved for ≥60-year-olds and 50-59-year-olds at increased risk of RSV disease. We evaluated the vaccine's immunogenicity and safety in 18-49-year-olds at increased risk of RSV disease due to certain chronic conditions. This open-label, multicountry phase 3b trial included 18-49-year-olds at increased risk (at-risk 18-49 group) and a control group of ≥60-year-olds with or without chronic conditions (≥60 group). Primary objective was to demonstrate immunological noninferiority to a …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41757519/,auto-added; PubMed; PMID 41757519; DOI 10.1093/cid/ciag058; QC 2026-06-qc1,2026-05-20,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41757519,10.1093/cid/ciag058,"Journal Article; Clinical Trial, Phase III; Multicenter Study","Humans; Respiratory Syncytial Virus Infections; Respiratory Syncytial Virus Vaccines; Female; Antibodies, Viral; Male; Viral Fusion Proteins; Respiratory Syncytial Virus, Human; Middle Aged; Adult; Adolescent; Young Adult; Adjuvants, Immunologic; Antibodies, Neutralizing; Immunogenicity, Vaccine; Aged",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41711453,Adult active vaccination,Human RCT / controlled trial,2026,PubMed 41711453; auto-added,Respiratory Syncytial Virus Vaccination in Solid Organ Transplant Recipients: Interim Findings From a Phase 3 Trial of mRNA-1345.,Erick F Mayer; Ann R Falsey; Cameron R Wolfe; Erica Herc; Fiona Burns; Dima Kabbani; Deepali Kumar; Anisha Mannan; Fahua She; Lan Lan; Shannon McGrath; Archana Kapoor,"Clinical Trial, Phase Iii. PubMed article type(s): Journal Article; Clinical Trial, Phase III",Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Solid organ transplant (SOT) recipients are at increased risk for severe respiratory syncytial virus (RSV) disease due to chronic immunosuppression. In this ongoing, open-label, phase 3 trial, adults ≥18 years with a history of liver, kidney, or lung transplant received 2 doses of mRNA-1345 RSV vaccine (50 µg) 56 days apart. Primary endpoints were tolerability, safety, and RSV-A/RSV-B neutralizing antibody (nAb) responses on Day 85; secondary endpoints included immunogenicity on Days 29 and 181. Cell-mediated immunity was an exploratory endpoint assessed in a subset of participants. 146/150 pa …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41711453/,auto-added; PubMed; PMID 41711453; DOI 10.1093/cid/ciag108; QC 2026-06-qc1,2026-05-20,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41711453,10.1093/cid/ciag108,"Journal Article; Clinical Trial, Phase III","Humans; Respiratory Syncytial Virus Infections; Female; Respiratory Syncytial Virus Vaccines; Antibodies, Viral; Male; Transplant Recipients; Middle Aged; Respiratory Syncytial Virus, Human; Organ Transplantation; Adult; Antibodies, Neutralizing; Aged; Vaccination; mRNA Vaccines",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41705791,Adult active vaccination,Evidence synthesis / guidance,2026,PubMed 41705791; auto-added,Real-World Effectiveness of RSVpreF and RSVpreF3 Vaccines in Preventing Hospitalization and Emergency Department Visits Associated With Respiratory Syncytial Virus in Older Adults: A Meta-analysis.,Dewan Md Sumsuzzman; Congjie Shi; Seyed M Moghadas,Meta-Analysis. PubMed article type(s): Journal Article; Meta-Analysis,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) vaccines were first recommended for older adults during the 2023-2024 season in countries that authorized their use. Although early observational studies complemented trial findings, real-world evidence on vaccine effectiveness against severe RSV disease remains limited. We assessed the effectiveness of RSVpreF and RSVpreF3 vaccines in preventing RSV-related hospitalizations and emergency department (ED) visits among older adults. We searched MEDLINE, Embase, Web of Science, Scopus, Global Health, and medRxiv for observational studies published between 1 Janua …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41705791/,auto-added; PubMed; PMID 41705791; DOI 10.1093/cid/ciag107; QC 2026-06-qc1,2026-05-20,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41705791,10.1093/cid/ciag107,Journal Article; Meta-Analysis,"Humans; Respiratory Syncytial Virus Infections; Respiratory Syncytial Virus Vaccines; Hospitalization; Emergency Room Visits; Respiratory Syncytial Virus, Human; Aged; Vaccine Efficacy; Emergency Service, Hospital; Middle Aged; Female; Aged, 80 and over; Male",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41707808,"Policy, implementation & real-world evidence",Observational / real-world,2026,PubMed 41707808; auto-added,Therapeutic potential of Isatidis Radix alkaloids in RSV pneumonia: A focus on AhR-mediated pulmonary barrier repair.,Shaobao Xu; Xianbang Hou; Yingji Xu; Xin Wang; Lingfeng Xu; Liwei He,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Mixed / policy-relevant populations,RSV prevention product/platform not auto-specified,"RSV prevention, immunization, protection, safety, policy, or implementation signal","The traditional use of Isatis tinctoria L. (Isatidis Radix) in East Asian medicine centers on managing febrile diseases and various respiratory ailments. Classical medical texts document its function of ""clearing heat and detoxifying"". These traditional applications are highly consistent with its reported therapeutic effects against viral pneumonia. However, its clinical efficacy in treating respiratory syncytial virus (RSV) pneumonia and the underlying regulatory mechanisms involved have not been systematically elucidated. This research sought to evaluate the therapeutic efficacy and prospect …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41707808/,auto-added; PubMed; PMID 41707808; DOI 10.1016/j.jep.2026.121387; QC 2026-06-qc1,2026-05-10,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41707808,10.1016/j.jep.2026.121387,Journal Article,"Animals; Alkaloids; Receptors, Aryl Hydrocarbon; Respiratory Syncytial Virus Infections; Isatis; Molecular Docking Simulation; Lung; Mice; Female; Pneumonia, Viral; Basic Helix-Loop-Helix Proteins; Mice, Inbred BALB C; Disease Models, Animal; Humans; Plant Roots",Human and animal,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-42091147,Immune correlates & antigen design,Observational / real-world,2026,PubMed 42091147; auto-added,Prospective longitudinal study of respiratory syncytial virus and other respiratory viruses in children <5 years in community settings in metropolitan western Australia: the PATROL study.,Anita Williams; Joanne Harvey; Emma Bastian; David A Foley; Avram Levy; Melinda France; Hannah C Moore; Christopher C Blyth; STAMP RSV Study Group,Observational Study. PubMed article type(s): Journal Article; Observational Study,Not population-specific / immunologic evidence,RSV F antigen / immune correlate,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is a significant cause of respiratory infections in young children. Since 2021, RSV has been a notifiable disease in Australia. However, current surveillance systems focus on hospitalised RSV, with limited surveillance at a community level through primary care clinics. This approach only captures RSV requiring hospitalisation. Less severe illnesses, while not captured, may have significant social and economic impacts including the associated cost of care and absenteeism. The aim of this study is to establish an understanding of the broader burden of RSV in you …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42091147/,auto-added; PubMed; PMID 42091147; DOI 10.1136/bmjopen-2025-114122; QC 2026-06-qc1,2026-05-06,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,42091147,10.1136/bmjopen-2025-114122,Journal Article; Observational Study,"Humans; Western Australia; Respiratory Syncytial Virus Infections; Prospective Studies; Child, Preschool; Longitudinal Studies; Infant; Respiratory Syncytial Virus, Human; Respiratory Tract Infections; Female; Male",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-42089134,Adult active vaccination,Observational / real-world,2026,PubMed 42089134; auto-added,Sero-Epidemiologic Study of Respiratory Syncytial Virus Infection in Korea.,Sun Hee Na; Hyeon Jae Jo; Jin Ju Park; Yu Bin Seo; Jacob Lee; Chan Mi Lee; Chang Kyung Kang; Pyoeng Gyun Choe; Wan Beom Park; Nam Joong Kim,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Despite the recent introduction of a respiratory syncytial virus (RSV) vaccine, there is no sero-epidemiologic study of RSV infection among old adults in Korea. This study aimed to assess humoral immune responses to RSV among different age groups in Korea. A total of 400 serum samples (100 samples from each of the following age groups: 10-20, 21-40, 41-60, and 61-80 years) were selected randomly from a general population cohort used for health status evaluation in Korea (the Korea National Health and Nutrition Examination Survey 2019-2020 cohort). Anti-RSV IgM and IgG levels, along with total …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42089134/,auto-added; PubMed; PMID 42089134; DOI 10.3346/jkms.2026.41.e129; QC 2026-06-qc1,2026-05-04,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,42089134,10.3346/jkms.2026.41.e129,Journal Article,"Humans; Respiratory Syncytial Virus Infections; Middle Aged; Immunoglobulin G; Immunoglobulin M; Child; Republic of Korea; Adult; Aged; Antibodies, Viral; Male; Female; Aged, 80 and over; Young Adult; Adolescent; Seroepidemiologic Studies; Enzyme-Linked Immunosorbent Assay; Nutrition Surveys; Age Factors",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-42109008,Adult active vaccination,Observational / real-world,2026,PubMed 42109008; auto-added,"Circulation of Influenza and Other Respiratory Viruses in Tunisia, 2022-2023 Season.",Bouslah Zoubeir; Bouguerra Hind; Dhaouadi Sonia; Abid Salma; Whitehouse Erin Rachel; El Ghord Hakim; Yazidi Rihab; Ben Mrad Nacef; Miraoui Amal; Bougharriou Ichrak; Ennouri Emna; Ben Slimen Najla,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Influenza sentinel surveillance has been ongoing in Tunisia since 1999. We describe the epidemiology of respiratory viruses during 2022-2023, the first season to include testing for other respiratory viruses, such as respiratory syncytial virus (RSV). We analyzed weekly surveillance data from severe acute respiratory infection (SARI) inpatients and influenza-like illness outpatients from 11 hospitals and 85 clinics in Tunisia. Nasopharyngeal specimens and demographic, clinical, and vaccination data were collected. Specimens were tested by rRT-PCR for influenza, SARS-CoV-2, RSV, and 18 other re …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42109008/,auto-added; PubMed; PMID 42109008; DOI 10.1111/irv.70199; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,42109008,10.1111/irv.70199,Journal Article,"Humans; Tunisia; Female; Male; Child, Preschool; Influenza, Human; Infant; Child; Seasons; Sentinel Surveillance; Middle Aged; Adult; Respiratory Tract Infections; Adolescent; Aged; Young Adult; Respiratory Syncytial Virus Infections; SARS-CoV-2; Aged, 80 and over",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-42101051,Adult active vaccination,Observational / real-world,2026,PubMed 42101051; auto-added,Respiratory Syncytial Virus Hospitalizations Among Adults in Thailand: A Nationwide Retrospective Observational Study (RSV-HAT).,Kanrutai Jarottammarat; Kanokkarn Pinyopornpanish; Chadakan Yan; Bussakorn Mahakkanukrauh; Otavio Cintra; Adriana Guzman-Holst; Phichayut Phinyo; Wipa Reechaipichitkul,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is a major cause of acute respiratory infection (ARI) in adults, especially older individuals, yet data on burden in Thailand are limited. This study aimed to describe clinical characteristics and mortality risk factors of RSV-related hospitalizations in Thai adults. We conducted a retrospective analysis using Thailand's national hospital database, including adults aged ≥ 18 years hospitalized with RSV-associated ARIs between June 2016 and September 2024, identified using ICD-10 codes J12.1, J20.5, J21.0, and B97.4. Demographics, case fatality ratio, and healt …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42101051/,auto-added; PubMed; PMID 42101051; DOI 10.1111/irv.70263; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,42101051,10.1111/irv.70263,Journal Article,"Humans; Thailand; Retrospective Studies; Aged; Respiratory Syncytial Virus Infections; Female; Male; Middle Aged; Hospitalization; Adult; Risk Factors; Aged, 80 and over; Hospital Mortality; Young Adult; Respiratory Syncytial Virus, Human; Adolescent; Comorbidity",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-42087574,Infant passive immunization,Observational / real-world,2026,PubMed 42087574; auto-added,"Real-World Effectiveness of Universal Nirsevimab on Bronchiolitis Incidence: A Regional Hub-Spoke Surveillance Analysis in Liguria, Italy.",Marcello Mariani; Giacomo Brisca; Marina Francesca Strati; Silvia Buratti; Marta Ferretti; Alberto Gaiero; Valeria Musso; Andrea Gazzolo; Francesca Ginocchio; Katiuscia Zerbini; Diego Minghetti; Maria Franca Corona,Multicenter Study. PubMed article type(s): Journal Article; Multicenter Study,Infants / young children,Long-acting monoclonal antibody,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Bronchiolitis represents a major cause of infant hospitalization, predominantly due to respiratory syncytial virus (RSV). Nirsevimab, a long-acting monoclonal antibody targeting the prefusion RSV F protein, has recently been introduced to provide season-long protection against RSV-related lower respiratory tract infection. We conducted a multicenter, retrospective, population-based study across the Liguria Region (Northwest Italy) to assess the impact and effectiveness of the 2024-2025 nirsevimab immunization campaign. All infants under 2 years of age hospitalized with acute bronchiolitis betw …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/42087574/,auto-added; PubMed; PMID 42087574; DOI 10.1002/ppul.71653; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,42087574,10.1002/ppul.71653,Journal Article; Multicenter Study,"Humans; Italy; Infant; Retrospective Studies; Bronchiolitis; Respiratory Syncytial Virus Infections; Incidence; Male; Hospitalization; Female; Antiviral Agents; Antibodies, Monoclonal, Humanized; Immunization Programs",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41975207,Maternal active vaccination,Evidence synthesis / guidance,2026,PubMed 41975207; auto-added,The impact of maternal respiratory syncytial virus vaccination on infant and perinatal outcomes: a systematic review and meta-analysis of randomized controlled trials.,Jonathan Rodrigues Lopes; Inês Martins Esteves; Sofia Oliveira Dias; Fátima Maria Thaiz da Fonte Gomes da Silva; Gabrielle Catherine Dias Mafra da Silva; Natália Botelho Libonati; Regina Melittio Gasparetti; Angelica Luciana Nau,Meta-Analysis. PubMed article type(s): Journal Article; Systematic Review; Meta-Analysis,Pregnant people / infants,Maternal RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","To assess the efficacy and safety of maternal respiratory syncytial virus (RSV) vaccination on infant and perinatal outcomes. Systematic review and random-effects meta-analysis of randomized controlled trials (PubMed, Embase, CENTRAL). Six trials (18,011 pregnant women; 17,769 infants) comparing maternal RSV vaccines with placebo were included. Effects were pooled as risk ratios (RR). Maternal RSV vaccination reduced severe RSV-associated lower respiratory tract infection (LRTI) (RR 0.35, 95% CI 0.15-0.87) and hospitalization (RR 0.53, 95% CI 0.37-0.76) within 180 days of birth. Medically atte …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41975207/,auto-added; PubMed; PMID 41975207; DOI 10.1038/s41372-026-02675-0; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41975207,10.1038/s41372-026-02675-0,Journal Article; Systematic Review; Meta-Analysis,"Humans; Female; Respiratory Syncytial Virus Infections; Pregnancy; Respiratory Syncytial Virus Vaccines; Randomized Controlled Trials as Topic; Infant, Newborn; Pregnancy Complications, Infectious; Hospitalization; Respiratory Tract Infections; Pregnancy Outcome; Vaccination; Infant",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41946909,Infant passive immunization,Observational / real-world,2026,PubMed 41946909; auto-added,Broadly neutralizing nanobodies target a defined structural pivot site on the RSV fusion protein.,Qianqian Wang; Xianliang Ke; Entao Li; Dongxiang Hong; Zekai Cheng; Hongxin Li; Jiachen Zhang; Tengchuan Jin; Rui Gong; Bo Shu; Sandra Chiu,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Infants / young children,Long-acting monoclonal antibody,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is a leading cause of acute lower respiratory tract infections in infants and elderly individuals. Although nirsevimab represents a recent breakthrough against RSV infection, the emergence of resistant variants highlight the need for additional antiviral strategies. Here, we report two nanobodies (Nbs), 1G9 and 1D8, that target the RSV fusion (F) protein and exhibit high neutralizing activity against RSV subtypes. In vivo, the Nbs-Fc demonstrated robust prophylactic and therapeutic efficacy. Cryo-electron microscopy revealed that 1G9 and 1D8 specifically engag …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41946909/,auto-added; PubMed; PMID 41946909; DOI 10.1038/s44321-026-00412-w; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41946909,10.1038/s44321-026-00412-w,Journal Article,"Single-Domain Antibodies; Antibodies, Neutralizing; Viral Fusion Proteins; Respiratory Syncytial Virus Infections; Animals; Humans; Antibodies, Viral; Respiratory Syncytial Virus, Human; Cryoelectron Microscopy; Epitopes",Human and animal,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41914371,Infant passive immunization,Observational / real-world,2026,PubMed 41914371; auto-added,"The Effectiveness of the Palivizumab Programme in Reducing the Risk of Paediatric Asthma: A Population-Based Study in Ontario, Canada.",Kimberley A Foley; Sarah A Buchan; Dayre McNally; Michelle Dimitris; Sarah Swayze; Jeffrey C Kwong; Steven Hawken; Sonia Saxena; Dougal Hargreaves; Tiffany Fitzpatrick,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Infants / young children,Long-acting monoclonal antibody,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Palivizumab was introduced in Canada in 1998 as a publicly funded programme to reduce respiratory syncytial virus (RSV) disease in high-risk children. Severe early-life RSV infections are associated with increased asthma risk. Thus, palivizumab may also indirectly reduce paediatric asthma. To evaluate the effectiveness of Ontario, Canada's palivizumab programme in decreasing paediatric asthma. We used multiple linked population-based administrative databases to identify all children born in Ontario between 1993 and 2013, with follow-up through March 2020. Our primary outcome was physician-diag …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41914371/,auto-added; PubMed; PMID 41914371; DOI 10.1111/ppe.70141; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41914371,10.1111/ppe.70141,Journal Article,"Humans; Asthma; Palivizumab; Ontario; Respiratory Syncytial Virus Infections; Female; Child; Male; Antiviral Agents; Incidence; Child, Preschool; Infant",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41895472,Adult active vaccination,Observational / real-world,2026,PubMed 41895472; auto-added,Incorporation of sputum real-time RT-PCR into routine diagnostics increases case detection of respiratory syncytial virus lower respiratory tract infections in older adults.,Hiroshi Takahashi; Hanae Komuro; Kosuke Sato; Daisuke Jingu; Takehiro Yajima; Satoshi Ubukata; Hiroshi Watanabe; Hidekazu Nishimura; Kazuya Shirato,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) infection is difficult to diagnose in the elderly, which hinders accurate evaluation of its disease burden. This study aimed to evaluate the improvement in RSV detection by adding multiplex real-time RT-PCR testing of sputum specimens to routine diagnostics and to analyze clinical characteristics of RSV-positive cases in older adults. Single-center Design、prospective cohort study was performed from April 2024 to March 2025. We evaluated the improvement in RSV detection achieved by adding real-time RT-PCR testing of sputum specimens to routine diagnostic testin …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41895472/,auto-added; PubMed; PMID 41895472; DOI 10.1016/j.jiac.2026.102951; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41895472,10.1016/j.jiac.2026.102951,Journal Article,"Humans; Respiratory Syncytial Virus Infections; Sputum; Female; Aged; Male; Prospective Studies; Aged, 80 and over; Respiratory Syncytial Virus, Human; Real-Time Polymerase Chain Reaction; Respiratory Tract Infections; Reverse Transcriptase Polymerase Chain Reaction; Diagnostic Tests, Routine; Hospital Mortality",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41875741,Adult active vaccination,Observational / real-world,2026,PubMed 41875741; auto-added,"Demographic analysis of prevalence trends in COVID-19, Influenza, and RSV by age, sex, and race.",Yoshiyasu Takefuji,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","We aimed to visualize CDC data to identify trends in respiratory illnesses-COVID-19, influenza, and RSV-across sex, age, and racial demographics, while advancing concepts of data-driven public health interventions. We conducted a demographic analysis of CDC emergency department surveillance data (July 2023-June 2024) using Python-based visualizations developed collaboratively with generative AI. Our approach stratified COVID-19, influenza, and RSV visit percentages by sex, age group, and race/ethnicity to identify temporal patterns and high-risk populations across respiratory conditions. Analy …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41875741/,auto-added; PubMed; PMID 41875741; DOI 10.1016/j.resmer.2026.101262; QC 2026-06-qc1,2026-05-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41875741,10.1016/j.resmer.2026.101262,Journal Article,"Adolescent; Adult; Aged; Child; Child, Preschool; Female; Humans; Infant; Infant, Newborn; Male; Middle Aged; Young Adult; Age Factors; COVID-19; Demography; Influenza, Human; Prevalence; Racial Groups; Respiratory Syncytial Virus Infections; Sex Factors; United States; Hispanic or Latino",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
